filial;id_venc;codigo;descricao;lote;qtd_vencendo;dt_vencimento;prc_venda
18;00074141;457614;RUFFLES CEBOLA E SALSA 76G/68G;;4;202608;7;
69;00075323;461566;RUFFLES CHURRASCO 68G         ;;0;202608;7;
64;00075905;461566;RUFFLES CHURRASCO 68G         ;;3;202608;8;
51;00080211;461566;RUFFLES CHURRASCO 68G         ;;5;202608;7;
25;00075926;521336;BISC PIRAQUE CREAM CRACKER 184;;3;202608;3;
5;00003558;537498;BISC PIRAQUE LEITE E COCO 132G;;6;202607;3;
17;00028102;537498;BISC PIRAQUE LEITE E COCO 132G;;10;202607;3;
5;00070801;537498;BISC PIRAQUE LEITE E COCO 132G;;2;202607;3;
67;00016818;537506;BISC PIRAQUE LEITE MALTADO 132;;2;202608;3;
51;00019729;537506;BISC PIRAQUE LEITE MALTADO 132;;10;202607;3;
30;00018419;537506;BISC PIRAQUE LEITE MALTADO 132;;2;202608;3;
77;00023291;537506;BISC PIRAQUE LEITE MALTADO 132;;14;202608;3;
24;00020263;537506;BISC PIRAQUE LEITE MALTADO 132;;2;202608;3;
15;00020386;537506;BISC PIRAQUE LEITE MALTADO 132;;6;202608;3;
25;00024250;537506;BISC PIRAQUE LEITE MALTADO 132;;2;202607;3;
38;00025518;537506;BISC PIRAQUE LEITE MALTADO 132;;1;202608;3;
17;00028084;537506;BISC PIRAQUE LEITE MALTADO 132;;11;202608;3;
69;00036044;537506;BISC PIRAQUE LEITE MALTADO 132;;1;202607;3;
53;00035423;537506;BISC PIRAQUE LEITE MALTADO 132;;3;202608;3;
35;00045619;537506;BISC PIRAQUE LEITE MALTADO 132;;4;202607;3;
79;00047672;537506;BISC PIRAQUE LEITE MALTADO 132;;1;202608;3;
27;00006770;537514;BISC PIRAQUE MALTADO CHOCO 132;;1;202607;3;
77;00023306;537514;BISC PIRAQUE MALTADO CHOCO 132;;9;202608;3;
53;00035440;537514;BISC PIRAQUE MALTADO CHOCO 132;;17;202608;3;
5;00049726;537514;BISC PIRAQUE MALTADO CHOCO 132;;1;202607;3;
40;00053158;537514;BISC PIRAQUE MALTADO CHOCO 132;;7;202607;3;
77;00014197;537522;MASC HASKEL HIDRANUTRE 300G   ;;1;202607;20;
74;00058579;535062;CO HASKEL HID CAVALO FORTE 300;;1;202608;20;
50;00081026;602565;PROT SOL FAC VITAMINA C FPS80 ;;1;202608;10;
43;00080231;648006;TÃ”NICO EQUILI VIZZELA OIL CONT;;1;202607;15;
33;00080471;648006;TÃ”NICO EQUILI VIZZELA OIL CONT;;1;202607;15;
17;00071751;586883;DORITOS NACHO 75GR            ;;5;202607;8;
16;00073773;586909;CHEETOS LUA 34G               ;;1;202607;0;
1;00004317;647032;SHAKE WOD REDUCAO PESO CHOCOLA;;4;202608;12,74;
15;00023830;647032;SHAKE WOD REDUCAO PESO CHOCOLA;;4;202608;19,91;
50;00033091;647032;SHAKE WOD REDUCAO PESO CHOCOLA;;1;202608;12,74;
34;00071840;647032;SHAKE WOD REDUCAO PESO CHOCOLA;;3;202608;12,74;
9;00080497;647032;SHAKE WOD REDUCAO PESO CHOCOLA;;1;202608;12,74;
16;00009540;647057;SHAKE WOD REDUCAO PESO BAUNILH;;0;202607;15,93;
15;00023824;647057;SHAKE WOD REDUCAO PESO BAUNILH;;3;202607;15,93;
50;00033088;647057;SHAKE WOD REDUCAO PESO BAUNILH;;2;202607;15,93;
37;00048703;647057;SHAKE WOD REDUCAO PESO BAUNILH;;2;202607;8;
3;00054303;647057;SHAKE WOD REDUCAO PESO BAUNILH;;1;202607;8;
10;00042097;618793;PAÃ‡OCA BELAMA 320GR           ;;1;202607;8;
1;00004313;647115;WHEY PROTEIN DOCE DE LEITE C/ ;;1;202608;40;
38;00025076;647115;WHEY PROTEIN DOCE DE LEITE C/ ;;2;202608;40;
23;00042887;647115;WHEY PROTEIN DOCE DE LEITE C/ ;;3;202608;40;
26;00066033;647115;WHEY PROTEIN DOCE DE LEITE C/ ;;0;202608;40;
50;00039530;618835;DOCE DE LEITE C/ AMANDOIM SAQU;;3;202607;5;
72;00021617;647230;COENZIMA Q10  100MG WOD       ;;1;202607;20;
48;00019081;647289;PICOLINATO DE CROMO 500MG WOD ;;1;202607;12;
50;00039510;618660;DOCE LEITE C/ COCO PASTOSO BEL;;2;202608;10;
16;00073760;584631;RUFFLES CHURRASCO 32G         ;;4;202608;4;
35;00045606;588582;BARRA WOD GOURMET BRIGADEIRO  ;;5;202607;5;
18;00049821;588582;BARRA WOD GOURMET BRIGADEIRO  ;;1;202607;5;
6;00057896;588582;BARRA WOD GOURMET BRIGADEIRO  ;;3;202607;5;
11;00059161;588582;BARRA WOD GOURMET BRIGADEIRO  ;;1;202607;5;
72;00066370;599167;GLOSS VIZZELA HOT LIPS BROWN  ;;2;202608;20;
9;00077428;586610;DORITOS NACHO 37G             ;;8;202608;4;
73;00058739;586578;DORITOS NACHO 120G            ;;1;202608;10;
64;00075915;609867;BATATA CROQUES ORIGINAL 45G   ;;3;202607;4;
37;00020839;590539;BISC PANCO ROSQUINHA BAUNILHA ;;3;202607;8;
76;00071736;630657;BATOM LÃQ DAILUS ROSE         ;;1;202607;15;
10;00042254;656561;GOIABADA DIET BELAMA          ;;2;202607;10;
51;00074190;642785;ESM BAUNY CLARA               ;;3;202608;5;
37;00020863;676189;CROCANTISSIMO CHURRASCO 40G   ;;3;202607;2;
76;00073392;638395;AU BR VIVRE JEITO LEVE SPRAY P;;0;202607;20;
30;00001790;692160;ILUMINADOR SOLTO LUXURY COR2  ;;1;202608;9;
16;00052602;692160;ILUMINADOR SOLTO LUXURY COR2  ;;2;202608;9;
16;00066640;692160;ILUMINADOR SOLTO LUXURY COR2  ;;6;202608;9;
74;00034285;687657;COLAGENO HIDROL ABACAXI/HOR 25;;1;202608;30;
53;00035470;667410;BISC MAISENA PANCO 400G       ;;3;202608;10;
53;00035353;667451;BISC  CRACKER MANTEIGA 400G   ;;7;202608;10;
30;00001784;686618;ILUMINADOR SOLTO LUXURY FACE B;;0;202608;3;
16;00009840;686618;ILUMINADOR SOLTO LUXURY FACE B;;1;202608;3;
41;00019129;686618;ILUMINADOR SOLTO LUXURY FACE B;;5;202608;3;
74;00077690;742502;CAPSULA LOR CAFE EXPRESSO VANI;;1;202607;10;
50;00039181;721282;CHOC LACTA LAKA 50,1GR        ;;20;202608;7;
53;00077618;758557;FAROFA CASEIRA RUBACK 300G    ;;19;202607;4;
27;00060331;749812;BANANINHA SB ZERO             ;;21;202607;2;
73;00079737;751438;AMENDOIM MENDORATO 70G        ;;1;202608;3;
23;00056777;217344;CHOC CHOKITO 32GR             ;;30;202607;3;
25;00061724;217344;CHOC CHOKITO 32GR             ;;25;202607;3;
67;00068888;217344;CHOC CHOKITO 32GR             ;;7;202607;3;
57;00069575;217344;CHOC CHOKITO 32GR             ;;28;202607;3;
6;00075651;217344;CHOC CHOKITO 32GR             ;;1;202607;3;
56;00055278;218626;CHOC TWIX 40GR                ;;18;202607;3;
11;00057453;218626;CHOC TWIX 40GR                ;;7;202607;4;
40;00062275;218626;CHOC TWIX 40GR                ;;18;202607;4;
11;00061797;218626;CHOC TWIX 40GR                ;;26;202607;4;
55;00069486;218626;CHOC TWIX 40GR                ;;13;202607;3;
51;00068692;218626;CHOC TWIX 40GR                ;;15;202607;4;
53;00043701;237450;CHOC MEM CHOCOLATE 45/40GR    ;;133;202608;4;
77;00053875;237493;CHOC MEM AMENDOIN 45/40GR     ;;3;202607;4;
53;00043706;237566;CHOC MEM FAMILIA 148/132GR    ;;8;202608;10;
17;00027759;263028;SUCO DEL VALLE UVA LT 290ML   ;;6;202608;4;
77;00053878;919829;REFRI COCA COLA 350ML         ;;8;202608;4;
11;00059176;919829;REFRI COCA COLA 350ML         ;;12;202608;4;
64;00038062;921327;AGUA MIN ATTIVA C/ GAS 510ML  ;;15;202607;3;
76;00075830;966592;ICE TEA LIMAO ZERO 450ML      ;;3;202607;3;
24;00020154;986224;BISS PRETO 100,8G             ;;1;202608;6;
47;00061112;986224;BISS PRETO 100,8G             ;;1;202608;6;
56;00058421;986038;CX BOMBOM LACTA FAVORITOS     ;;2;202608;11;
17;00060330;986038;CX BOMBOM LACTA FAVORITOS     ;;3;202608;12;
20;00059642;986038;CX BOMBOM LACTA FAVORITOS     ;;62;202608;12;
14;00062534;986038;CX BOMBOM LACTA FAVORITOS     ;;2;202608;12;
74;00077708;986038;CX BOMBOM LACTA FAVORITOS     ;;1;202608;12;
15;00077942;986038;CX BOMBOM LACTA FAVORITOS     ;;1;202608;12;
77;00023086;996718;REFRI FANTA UVA 350ML         ;;4;202607;3;
50;00052437;996718;REFRI FANTA UVA 350ML         ;;3;202607;3;
43;00063895;996718;REFRI FANTA UVA 350ML         ;;1;202608;3;
17;00059240;996610;ICE TEA LIMAO 450ML           ;;5;202608;4;
51;00068657;996610;ICE TEA LIMAO 450ML           ;;4;202608;4;
17;00076092;996629;REFRI COCA COLA PET 200ML     ;;12;202607;3;
76;00075823;94331;REFRI COCA COLA ZERO 350ML    ;;12;202608;4;
75;00078057;114782;REFRI COCA COLA ZERO 600 ML   ;;12;202607;5;
4;00004564;274739;BISC PIRAQUE PRESUNTINHO 100GR;;3;202608;3;
27;00006746;274747;BISC PIRAQUE SALGADINHO 100GR ;;1;202607;3;
12;00024075;274747;BISC PIRAQUE SALGADINHO 100GR ;;4;202607;3;
28;00041266;274747;BISC PIRAQUE SALGADINHO 100GR ;;2;202607;3;
41;00074411;274747;BISC PIRAQUE SALGADINHO 100GR ;;1;202607;3;
67;00016904;274755;BISC PIRAQUE QUEIJO 100GR     ;;5;202607;3;
15;00020561;274755;BISC PIRAQUE QUEIJO 100GR     ;;8;202607;3;
25;00024217;274755;BISC PIRAQUE QUEIJO 100GR     ;;2;202607;3;
79;00025249;274755;BISC PIRAQUE QUEIJO 100GR     ;;5;202607;3;
47;00040692;274755;BISC PIRAQUE QUEIJO 100GR     ;;1;202607;3;
28;00041269;274755;BISC PIRAQUE QUEIJO 100GR     ;;2;202607;3;
2;00048133;274755;BISC PIRAQUE QUEIJO 100GR     ;;1;202607;3;
17;00070391;274755;BISC PIRAQUE QUEIJO 100GR     ;;4;202608;3;
51;00073694;274755;BISC PIRAQUE QUEIJO 100GR     ;;3;202608;3;
74;00077724;274755;BISC PIRAQUE QUEIJO 100GR     ;;1;202608;3;
5;00003596;274771;BISC PIRAQUE GOIABINHA 75G    ;;8;202608;3;
35;00045704;274771;BISC PIRAQUE GOIABINHA 75G    ;;2;202607;3;
71;00060392;280950;BISC CLUB SOCIAL PRESUNTO 141G;;3;202608;4;
16;00064515;280950;BISC CLUB SOCIAL PRESUNTO 141G;;18;202608;4;
67;00048167;298948;PICOLE MAGNUM WHITE           ;;6;202608;15;
78;00064124;894826;TODDYNHO 200ML                ;;2;202608;3;
72;00028512;989860;REFRI SPRITE 350ML            ;;4;202607;3;
23;00079408;196738;REFRI COCA COLA 2 LITROS      ;;12;202608;11;
76;00073615;331341;BOMBOM FERRERO RAFAELLO C/3   ;;43;202607;9;
71;00060401;443948;AGUA CRYSTAL C/GAS 500ML      ;;12;202607;3;
51;00068683;443948;AGUA CRYSTAL C/GAS 500ML      ;;8;202607;3;
17;00069904;443948;AGUA CRYSTAL C/GAS 500ML      ;;12;202608;3;
55;00074100;443948;AGUA CRYSTAL C/GAS 500ML      ;;9;202608;3;
22;00051950;446050;REFRI COCA COLA ZERO MINI 220M;;4;202607;3;
76;00075824;446050;REFRI COCA COLA ZERO MINI 220M;;6;202608;3;
40;00010237;475785;BISC PIRAQUE RECH CHOCOLATE 16;;3;202608;3;
66;00014827;475785;BISC PIRAQUE RECH CHOCOLATE 16;;7;202608;3;
74;00034276;475785;BISC PIRAQUE RECH CHOCOLATE 16;;10;202608;3;
22;00033535;475785;BISC PIRAQUE RECH CHOCOLATE 16;;11;202608;3;
73;00030014;475785;BISC PIRAQUE RECH CHOCOLATE 16;;1;202608;3;
64;00038194;475785;BISC PIRAQUE RECH CHOCOLATE 16;;11;202608;3;
69;00036197;475785;BISC PIRAQUE RECH CHOCOLATE 16;;1;202607;3;
23;00043032;475785;BISC PIRAQUE RECH CHOCOLATE 16;;2;202608;3;
53;00072139;475785;BISC PIRAQUE RECH CHOCOLATE 16;;2;202608;3;
24;00020265;475815;BISC PIRAQUE RECH MORANGO 160G;;4;202608;3;
7;00028427;475815;BISC PIRAQUE RECH MORANGO 160G;;3;202608;3;
52;00040579;475815;BISC PIRAQUE RECH MORANGO 160G;;1;202608;3;
39;00004532;509370;CO HASKELL MANDIOCA 300ML     ;;2;202607;18;
60;00024281;537020;TUBO FINI MORANGO 80GR        ;;1;202608;4;
72;00070915;587010;HERSHEYS MAIS AO LEITE 102GR  ;;17;202608;5;
64;00055947;596531;BEB REFR DV FRUT UVA 450 ML   ;;1;202607;3;
78;00005166;676780;BALA DE GELATINA TUTTI FRUTI  ;;1;202607;5;
29;00035651;676780;BALA DE GELATINA TUTTI FRUTI  ;;5;202607;5;
29;00044457;676780;BALA DE GELATINA TUTTI FRUTI  ;;1;202607;5;
29;00052118;676780;BALA DE GELATINA TUTTI FRUTI  ;;1;202607;5;
75;00005459;721662;LEAVE IN HASKELL MANDIOCA 150G;;1;202608;20;
61;00037465;773271;MENTOS GOMA SPEARMINT 3L      ;;7;202607;3;
51;00003318;361690;CHOC 5 STAR 40GRS             ;;1;202607;4;
17;00058300;878537;BISC BAUD COOKIES ORIG 60GR   ;;1;202608;2;
5;00050993;13045;CO HASKELL CAVALO FORTE 300ML ;;3;202608;20;
77;00053819;13045;CO HASKELL CAVALO FORTE 300ML ;;1;202608;20;
10;00042157;58560;BISC TEENS BAUNY              ;;8;202607;4;
10;00042285;90274;TORTINHA MARILAN MARACUJA 140G;;1;202607;4;
10;00042295;90282;TORTINHA MARILAN LIMAO 140G   ;;1;202608;3;
53;00015736;114272;TONALIZANTE HASKEL 466 CASTANH;;0;202608;20;
53;00035477;154898;BISC MARILAN LEV CAC/CER.150GR;;6;202608;4;
75;00005455;187708;CR HASKELL POLPA MURURU 150G  ;;1;202608;20;
53;00072629;200378;BISC BAUD CHOCOBISCUIT 80GR   ;;1;202608;6;
76;00075850;414540;SONHO VALSA CROCANTE 25G      ;;1;202608;3;
51;00003312;414607;OURO BRANCO CROCANTE 25G      ;;9;202607;3;
11;00061792;254870;NUTELLA B READY 22GR          ;;12;202608;4;
53;00043515;354316;BONOBON ARCOR AMARGO 15G      ;;245;202607;1;
41;00074405;255471;LEITE CONDENSADO GLORIA 395GR ;;0;202607;3;
18;00031793;388660;MASC CAVALO FORTE 300G        ;;1;202608;30;
16;00052586;291518;HERSHEYS CHOCOTUBES COKIES 25G;;11;202607;2;
16;00064509;291518;HERSHEYS CHOCOTUBES COKIES 25G;;4;202607;2;
72;00008636;285486;HAV SUMMER AM 35/36 953520    ;;2;202608;16;
76;00073611;257378;BISC TRAKINAS CHOCOLATE 126GR ;;16;202608;3;
65;00079770;281519;CHEETOS ONDA REQUEIJAO 90G    ;;2;202607;8;
18;00080533;281519;CHEETOS ONDA REQUEIJAO 90G    ;;2;202607;8;
23;00074527;281485;FANDANGOS QUEIJO 37G          ;;8;202607;3;
55;00076027;281485;FANDANGOS QUEIJO 37G          ;;4;202607;3;
20;00078816;281485;FANDANGOS QUEIJO 37G          ;;2;202607;3;
66;00080110;281485;FANDANGOS QUEIJO 37G          ;;5;202607;3;
5;00003567;270173;BISC PIRAQUE RECH BRIGAD 160GR;;13;202608;3;
51;00019721;270231;BISC PIRAQUE SALGADO 138G     ;;8;202607;4;
51;00068719;270231;BISC PIRAQUE SALGADO 138G     ;;6;202607;4;
38;00025509;270272;BISC PIRAQUE LEIT MALT COB 80G;;2;202608;4;
23;00042913;270272;BISC PIRAQUE LEIT MALT COB 80G;;1;202608;4;
51;00068694;351692;MINI OREO 35G                 ;;1;202608;3;
51;00003349;451195;CHOC LAKA 20G                 ;;14;202607;3;
80;00011991;451195;CHOC LAKA 20G                 ;;1;202607;3;
27;00051502;451195;CHOC LAKA 20G                 ;;16;202607;3;
51;00056235;451195;CHOC LAKA 20G                 ;;10;202607;3;
11;00059180;451195;CHOC LAKA 20G                 ;;20;202607;3;
56;00050659;450841;CHOC LACTA AO LEITE 20GR      ;;3;202608;3;
18;00050710;450841;CHOC LACTA AO LEITE 20GR      ;;12;202608;3;
33;00012728;420059;SUCO DEL VALE 100% MACA 200ML ;;2;202607;3;
25;00052246;388884;MANTEIGA HIDRATANTE HASKELL MU;;0;202607;30;
71;00058219;386151;REFRI SPRITE FRESH LIMAO 510ML;;1;202607;3;
71;00060403;386151;REFRI SPRITE FRESH LIMAO 510ML;;2;202607;3;
55;00074099;386151;REFRI SPRITE FRESH LIMAO 510ML;;2;202608;3;
56;00071185;386151;REFRI SPRITE FRESH LIMAO 510ML;;1;202607;3;
23;00014995;416404;CO HASKEL MATCHA ALECRIM300ML ;;1;202607;15;
10;00029171;417147;NECTAR CONCEN HASKEL MURUMURU ;;1;202607;15;
75;00005222;414300;MASC HASKEL QUINA ROSA 300ML  ;;0;202607;20;
11;00043801;460436;TONALIZANTE A FLORA 8.0       ;;2;202608;14;
75;00005436;390591;SH HASKEL HIDRANUTRE 300ML    ;;2;202608;20;
78;00005232;394783;WAFER PIRAQUE MORANGO 100GR   ;;2;202608;3;
24;00020286;394783;WAFER PIRAQUE MORANGO 100GR   ;;1;202608;3;
25;00024255;394783;WAFER PIRAQUE MORANGO 100GR   ;;1;202608;3;
64;00038080;394783;WAFER PIRAQUE MORANGO 100GR   ;;2;202608;3;
29;00035721;394783;WAFER PIRAQUE MORANGO 100GR   ;;1;202608;3;
11;00037204;417881;CR HASKEL SILICONE TUTANO 150G;;2;202608;20;
5;00003604;514034;BISC PIRAQUE MAIZENA TRAD 175G;;4;202608;3;
40;00078917;516476;BISC TRAKINAS TUTTI FRUTTI 126;;12;202608;3;
55;00065139;516435;MASC HASKELL BRILHO ESPELHADO ;;1;202607;20;
23;00074530;457614;RUFFLES CEBOLA E SALSA 76G/68G;;8;202608;7;
5;00079307;461566;RUFFLES CHURRASCO 68G         ;;2;202608;7;
12;00076732;461566;RUFFLES CHURRASCO 68G         ;;2;202608;7;
65;00079768;461566;RUFFLES CHURRASCO 68G         ;;5;202608;8;
56;00079098;461566;RUFFLES CHURRASCO 68G         ;;2;202608;8;
73;00071859;521336;BISC PIRAQUE CREAM CRACKER 184;;2;202608;4;
55;00076029;521336;BISC PIRAQUE CREAM CRACKER 184;;3;202608;4;
60;00026588;537498;BISC PIRAQUE LEITE E COCO 132G;;2;202607;3;
74;00034261;537498;BISC PIRAQUE LEITE E COCO 132G;;23;202607;3;
16;00052595;537498;BISC PIRAQUE LEITE E COCO 132G;;2;202607;3;
33;00012610;537506;BISC PIRAQUE LEITE MALTADO 132;;3;202607;3;
8;00013169;537506;BISC PIRAQUE LEITE MALTADO 132;;2;202607;3;
30;00018421;537506;BISC PIRAQUE LEITE MALTADO 132;;1;202607;3;
24;00020259;537506;BISC PIRAQUE LEITE MALTADO 132;;1;202608;3;
7;00028443;537506;BISC PIRAQUE LEITE MALTADO 132;;6;202608;3;
64;00038150;537506;BISC PIRAQUE LEITE MALTADO 132;;12;202608;3;
23;00042932;537506;BISC PIRAQUE LEITE MALTADO 132;;1;202608;3;
23;00043038;537506;BISC PIRAQUE LEITE MALTADO 132;;4;202607;3;
79;00047671;537506;BISC PIRAQUE LEITE MALTADO 132;;1;202608;3;
40;00053156;537506;BISC PIRAQUE LEITE MALTADO 132;;2;202607;3;
27;00006766;537514;BISC PIRAQUE MALTADO CHOCO 132;;1;202607;3;
8;00013163;537514;BISC PIRAQUE MALTADO CHOCO 132;;8;202608;3;
51;00019734;537514;BISC PIRAQUE MALTADO CHOCO 132;;8;202608;3;
18;00025735;537514;BISC PIRAQUE MALTADO CHOCO 132;;5;202608;3;
23;00042934;537514;BISC PIRAQUE MALTADO CHOCO 132;;3;202607;3;
78;00018665;535088;PROTETOR HASKEL HID CAVALO FOR;;0;202608;30;
5;00050950;602466;PROT SOL FAC FPS80 BEGE NATURA;;1;202608;30;
16;00073749;586883;DORITOS NACHO 75GR            ;;3;202608;8;
16;00073761;586909;CHEETOS LUA 34G               ;;5;202607;3;
76;00041881;626556;SH INF ALVA LARANJA DOCE E BAU;;2;202607;20;
76;00041880;626564;CO INF ALVA LARANJA DOCE E BAU;;3;202607;18;
76;00069394;647032;SHAKE WOD REDUCAO PESO CHOCOLA;;1;202608;12;
74;00034289;647040;SHAKE WOD REDUCAO PESO MORANGO;;1;202608;12;
50;00080812;647040;SHAKE WOD REDUCAO PESO MORANGO;;1;202608;12;
4;00080639;647040;SHAKE WOD REDUCAO PESO MORANGO;;1;202608;12;
39;00018348;647057;SHAKE WOD REDUCAO PESO BAUNILH;;0;202607;12;
16;00053899;647057;SHAKE WOD REDUCAO PESO BAUNILH;;6;202607;12;
50;00039525;618801;PAÃ‡OCA BELAMA DIET            ;;2;202607;12;
34;00029684;647115;WHEY PROTEIN DOCE DE LEITE C/ ;;0;202608;50;
3;00055684;647230;COENZIMA Q10  100MG WOD       ;;1;202607;20;
18;00066805;647230;COENZIMA Q10  100MG WOD       ;;1;202607;20;
53;00016122;589648;RUBY ROSE AGUA MICELAR 300ML  ;;2;202608;9;
26;00027891;588582;BARRA WOD GOURMET BRIGADEIRO  ;;0;202607;5;
74;00077256;599167;GLOSS VIZZELA HOT LIPS BROWN  ;;2;202608;20;
24;00024737;599233;LAPISEIRA VIZZELA ULTRA BLACK ;;2;202608;29;
60;00053608;559211;MASSA PULA E MOLDA PRINCESAS 7;;2;202607;10;
17;00071752;586578;DORITOS NACHO 120G            ;;3;202608;11;
37;00021098;590661;BISC PANCO ROSQUINHA MILHO 500;;2;202607;9;
41;00074406;656561;GOIABADA DIET BELAMA          ;;1;202607;10;
74;00077729;593616;BISC TORCIDA CHURRASCO 35G    ;;5;202608;2;
74;00077728;608729;BISC TORCIDA QUEIJO 35G       ;;4;202608;2;
76;00020837;642793;ESM BAUNY CLEO                ;;4;202608;7;
76;00020624;642850;ESM BAUNY DIANA               ;;3;202608;5;
53;00077647;654202;ANA MARIA TRIPLO CHOC 70G     ;;6;202607;4;
51;00074187;643007;ESM BAUNY BIA                 ;;3;202607;4;
74;00075782;687657;COLAGENO HIDROL ABACAXI/HOR 25;;1;202608;30;
16;00052597;699421;ALFAJOR COOPER ENERGY MORANGO ;;2;202607;5;
16;00064485;699421;ALFAJOR COOPER ENERGY MORANGO ;;2;202607;5;
60;00062116;676726;BOMBOM LACTA OREO 20,1G       ;;20;202608;2;
9;00060831;676726;BOMBOM LACTA OREO 20,1G       ;;45;202608;2;
30;00061352;676726;BOMBOM LACTA OREO 20,1G       ;;49;202608;2;
26;00066356;676726;BOMBOM LACTA OREO 20,1G       ;;44;202608;2;
76;00041114;721274;CHOC LACTA AO LEITE 50,1GR    ;;20;202608;7;
76;00075842;721282;CHOC LACTA LAKA 50,1GR        ;;4;202607;7;
37;00020979;733832;BISC PIRAQUE COOKIES GOIAB 80G;;61;202607;4;
35;00060344;749812;BANANINHA SB ZERO             ;;21;202607;2;
65;00002009;217344;CHOC CHOKITO 32GR             ;;2;202607;2;
5;00058288;217344;CHOC CHOKITO 32GR             ;;28;202607;3;
73;00058722;217344;CHOC CHOKITO 32GR             ;;19;202607;3;
62;00064561;217344;CHOC CHOKITO 32GR             ;;11;202607;3;
64;00065277;217344;CHOC CHOKITO 32GR             ;;1;202607;2;
62;00064557;217344;CHOC CHOKITO 32GR             ;;12;202607;3;
69;00074969;217344;CHOC CHOKITO 32GR             ;;29;202607;3;
24;00072243;217344;CHOC CHOKITO 32GR             ;;25;202607;3;
55;00076009;217344;CHOC CHOKITO 32GR             ;;6;202607;2;
47;00079570;217344;CHOC CHOKITO 32GR             ;;14;202607;3;
7;00080575;217344;CHOC CHOKITO 32GR             ;;15;202607;3;
35;00055385;218626;CHOC TWIX 40GR                ;;18;202607;4;
25;00061695;218626;CHOC TWIX 40GR                ;;14;202607;4;
20;00059643;218626;CHOC TWIX 40GR                ;;13;202607;4;
73;00060733;218626;CHOC TWIX 40GR                ;;2;202607;4;
43;00065790;218626;CHOC TWIX 40GR                ;;12;202607;4;
69;00074970;218626;CHOC TWIX 40GR                ;;16;202607;4;
74;00077692;218626;CHOC TWIX 40GR                ;;1;202607;4;
23;00077719;218626;CHOC TWIX 40GR                ;;7;202607;4;
9;00077432;218626;CHOC TWIX 40GR                ;;18;202608;4;
74;00077706;218626;CHOC TWIX 40GR                ;;10;202608;4;
71;00070133;209767;REFRI COCA COLA MINI 220ML    ;;12;202608;3;
11;00057444;236470;AGUA TON SCHWEPPS CITRUS S/A 3;;1;202607;4;
53;00043541;237493;CHOC MEM AMENDOIN 45/40GR     ;;35;202607;4;
56;00006956;263028;SUCO DEL VALLE UVA LT 290ML   ;;7;202608;3;
71;00012511;263028;SUCO DEL VALLE UVA LT 290ML   ;;3;202608;4;
5;00058282;263028;SUCO DEL VALLE UVA LT 290ML   ;;3;202607;4;
27;00017039;919829;REFRI COCA COLA 350ML         ;;12;202608;4;
58;00044903;919829;REFRI COCA COLA 350ML         ;;12;202608;3;
51;00056221;919829;REFRI COCA COLA 350ML         ;;11;202608;4;
9;00056119;919829;REFRI COCA COLA 350ML         ;;10;202608;4;
11;00061779;919829;REFRI COCA COLA 350ML         ;;28;202608;4;
5;00003580;956660;BISC RECH CHOCOLATE 108G      ;;1;202608;3;
30;00018787;956660;BISC RECH CHOCOLATE 108G      ;;3;202608;3;
30;00068178;956660;BISC RECH CHOCOLATE 108G      ;;7;202608;3;
27;00056293;966592;ICE TEA LIMAO ZERO 450ML      ;;1;202607;3;
9;00077411;975826;BATATA SENSACOES P PERU 35G   ;;4;202608;5;
35;00077377;975990;FANDANGOS QUEIJO 85G          ;;6;202607;7;
74;00076508;982725;CO A.FLORA DIA DIA 300ML      ;;1;202608;15;
69;00035860;986224;BISS PRETO 100,8G             ;;2;202608;6;
10;00045036;986607;BISC CLUB SOCIAL ORIGINAL 144G;;4;202607;4;
15;00077945;986038;CX BOMBOM LACTA FAVORITOS     ;;2;202608;15;
56;00075224;996718;REFRI FANTA UVA 350ML         ;;1;202607;3;
74;00057978;996610;ICE TEA LIMAO 450ML           ;;6;202608;4;
18;00061657;996610;ICE TEA LIMAO 450ML           ;;4;202608;4;
48;00079099;996629;REFRI COCA COLA PET 200ML     ;;12;202607;3;
27;00079123;996629;REFRI COCA COLA PET 200ML     ;;12;202607;3;
58;00080327;996629;REFRI COCA COLA PET 200ML     ;;10;202607;3;
74;00077693;996629;REFRI COCA COLA PET 200ML     ;;12;202607;3;
7;00080476;996629;REFRI COCA COLA PET 200ML     ;;10;202607;3;
40;00070958;78026;BISC CLUB SOCIAL PIZZA 141G   ;;6;202607;4;
17;00069882;94331;REFRI COCA COLA ZERO 350ML    ;;12;202607;4;
64;00076148;94331;REFRI COCA COLA ZERO 350ML    ;;9;202608;4;
17;00078081;94331;REFRI COCA COLA ZERO 350ML    ;;12;202607;4;
64;00075906;134503;RUFFLES SAL 115GR             ;;10;202608;11;
17;00071756;134511;RUFFLES CHURRASCO 115GR       ;;3;202607;11;
9;00077403;134511;RUFFLES CHURRASCO 115GR       ;;1;202607;11;
80;00011560;274739;BISC PIRAQUE PRESUNTINHO 100GR;;4;202608;3;
79;00025245;274739;BISC PIRAQUE PRESUNTINHO 100GR;;11;202608;3;
38;00025494;274747;BISC PIRAQUE SALGADINHO 100GR ;;2;202607;3;
72;00045395;274747;BISC PIRAQUE SALGADINHO 100GR ;;3;202607;3;
