filial;id_venc;codigo;descricao;lote;qtd_vencendo;dt_vencimento;prc_venda
51;00003337;156323;BISS BLACK                    ;;1;202607;6;
40;00047991;156323;BISS BLACK                    ;;10;202607;6;
40;00055823;156323;BISS BLACK                    ;;8;202607;6;
37;00021091;191486;BISC PANCO ROSQUINHA COCO 500G;;3;202607;8;
5;00050991;187708;CR HASKELL POLPA MURURU 150G  ;;0;202608;30;
39;00004529;187724;SH HASKELL MURUMURU 300ML     ;;0;202607;20;
37;00016528;191320;BISC RECH PANCO CHOCOLATE 140G;;9;202607;2;
61;00037366;198762;CHOC TRENTO CHOCOLATE BR.29GR ;;10;202608;2;
53;00035337;308437;BISC COOKIES ALPINO 60GR      ;;1;202608;3;
61;00037255;287656;CHOC M&M CRISPY 35G           ;;13;202608;3;
61;00049501;287656;CHOC M&M CRISPY 35G           ;;8;202608;3;
76;00075810;261859;WAFER TORTUGUITA MORANGO 85GR ;;42;202608;3;
16;00054192;270439;ESM HASKELL OLHA ELA          ;;4;202608;7;
10;00073384;427922;COLOR FELPS  4/0 CASTANHO BASE;;1;202608;15;
71;00060417;257378;BISC TRAKINAS CHOCOLATE 126GR ;;1;202608;3;
71;00060416;257378;BISC TRAKINAS CHOCOLATE 126GR ;;17;202608;3;
9;00060834;257378;BISC TRAKINAS CHOCOLATE 126GR ;;24;202608;3;
26;00028024;343343;BIS XTRA BLACK 45G            ;;13;202608;4;
62;00080076;281485;FANDANGOS QUEIJO 37G          ;;3;202607;3;
9;00077413;281485;FANDANGOS QUEIJO 37G          ;;4;202607;3;
56;00079100;281485;FANDANGOS QUEIJO 37G          ;;2;202607;3;
53;00035456;270173;BISC PIRAQUE RECH BRIGAD 160GR;;22;202608;3;
10;00042074;270231;BISC PIRAQUE SALGADO 138G     ;;18;202607;4;
67;00016823;270272;BISC PIRAQUE LEIT MALT COB 80G;;6;202608;4;
66;00014819;270272;BISC PIRAQUE LEIT MALT COB 80G;;4;202608;4;
77;00023300;270272;BISC PIRAQUE LEIT MALT COB 80G;;6;202608;4;
72;00045314;270272;BISC PIRAQUE LEIT MALT COB 80G;;5;202608;4;
71;00012749;451195;CHOC LAKA 20G                 ;;16;202607;3;
71;00050137;451195;CHOC LAKA 20G                 ;;5;202607;3;
71;00050138;451195;CHOC LAKA 20G                 ;;1;202607;3;
11;00061763;451195;CHOC LAKA 20G                 ;;38;202607;3;
51;00080205;451195;CHOC LAKA 20G                 ;;7;202607;3;
11;00057448;450841;CHOC LACTA AO LEITE 20GR      ;;3;202608;3;
16;00073792;450841;CHOC LACTA AO LEITE 20GR      ;;10;202608;3;
17;00058328;386151;REFRI SPRITE FRESH LIMAO 510ML;;3;202607;3;
71;00060402;386151;REFRI SPRITE FRESH LIMAO 510ML;;1;202607;3;
56;00075236;386151;REFRI SPRITE FRESH LIMAO 510ML;;1;202607;3;
40;00070959;389551;CHOC LACTA AO LEITE OREO 90G  ;;5;202608;7;
78;00018674;416404;CO HASKEL MATCHA ALECRIM300ML ;;1;202607;15;
74;00077212;416412;CO HASKEL BENDITO LOIRO 500ML ;;0;202607;30;
53;00016112;391003;CORRETIVO P/AREA DOS OLHOS KIS;;0;202608;30;
65;00002121;394759;WAFER PIRAQUE CHOCOLATE 100GR ;;10;202608;3;
51;00003386;394759;WAFER PIRAQUE CHOCOLATE 100GR ;;6;202608;3;
17;00028045;394759;WAFER PIRAQUE CHOCOLATE 100GR ;;7;202608;3;
23;00043020;394759;WAFER PIRAQUE CHOCOLATE 100GR ;;1;202608;3;
17;00058325;394759;WAFER PIRAQUE CHOCOLATE 100GR ;;3;202608;3;
10;00042087;394767;WAFER PIRAQUE BRIGADEIRO 100GR;;15;202607;2;
4;00052333;455063;BRILHO ARGAN CLESS 150ML      ;;1;202608;12;
65;00002184;394783;WAFER PIRAQUE MORANGO 100GR   ;;2;202608;2;
60;00024646;394783;WAFER PIRAQUE MORANGO 100GR   ;;2;202608;2;
79;00025128;394783;WAFER PIRAQUE MORANGO 100GR   ;;4;202608;3;
55;00032078;394783;WAFER PIRAQUE MORANGO 100GR   ;;4;202608;3;
60;00051286;394783;WAFER PIRAQUE MORANGO 100GR   ;;1;202608;2;
72;00018043;417881;CR HASKEL SILICONE TUTANO 150G;;1;202608;20;
40;00066292;516476;BISC TRAKINAS TUTTI FRUTTI 126;;12;202608;3;
10;00047927;462572;GEL BLANCO ANYLOVY 1267       ;;0;202607;15;
65;00071798;461566;RUFFLES CHURRASCO 68G         ;;4;202608;8;
65;00079773;461566;RUFFLES CHURRASCO 68G         ;;5;202608;8;
5;00003564;485920;BISC PIRAQUE MALTADO AVELA 85G;;1;202607;3;
5;00003566;485920;BISC PIRAQUE MALTADO AVELA 85G;;5;202608;3;
56;00075767;521336;BISC PIRAQUE CREAM CRACKER 184;;5;202608;10;
76;00011749;512830;HIDRAT FACIAL ANTICRAQUELA 100;;1;202607;6;
51;00080706;512830;HIDRAT FACIAL ANTICRAQUELA 100;;1;202607;6;
41;00076628;537498;BISC PIRAQUE LEITE E COCO 132G;;0;202607;3;
65;00005216;537506;BISC PIRAQUE LEITE MALTADO 132;;3;202608;3;
27;00006762;537506;BISC PIRAQUE LEITE MALTADO 132;;6;202608;3;
18;00025635;537506;BISC PIRAQUE LEITE MALTADO 132;;1;202607;3;
38;00025514;537506;BISC PIRAQUE LEITE MALTADO 132;;3;202608;3;
23;00042933;537506;BISC PIRAQUE LEITE MALTADO 132;;2;202607;3;
10;00042312;537506;BISC PIRAQUE LEITE MALTADO 132;;8;202607;3;
69;00057731;537506;BISC PIRAQUE LEITE MALTADO 132;;2;202608;3;
79;00070015;537506;BISC PIRAQUE LEITE MALTADO 132;;4;202608;3;
15;00020391;537514;BISC PIRAQUE MALTADO CHOCO 132;;11;202608;3;
17;00028094;537514;BISC PIRAQUE MALTADO CHOCO 132;;1;202608;3;
69;00036056;537514;BISC PIRAQUE MALTADO CHOCO 132;;2;202607;3;
69;00036068;537514;BISC PIRAQUE MALTADO CHOCO 132;;1;202607;3;
29;00035742;537514;BISC PIRAQUE MALTADO CHOCO 132;;3;202608;3;
10;00042318;537514;BISC PIRAQUE MALTADO CHOCO 132;;5;202608;3;
2;00048132;537514;BISC PIRAQUE MALTADO CHOCO 132;;1;202607;3;
23;00055274;537514;BISC PIRAQUE MALTADO CHOCO 132;;1;202607;3;
78;00071001;535062;CO HASKEL HID CAVALO FORTE 300;;3;202608;20;
11;00036731;602565;PROT SOL FAC VITAMINA C FPS80 ;;2;202608;20;
53;00047852;602565;PROT SOL FAC VITAMINA C FPS80 ;;1;202608;20;
51;00067097;626572;SAB LÃQ INF LARANJA DOCE E BAU;;2;202607;18;
76;00041883;626580;CPP INF LARANJA DOCE E BAUNILH;;3;202607;15;
72;00021574;647032;SHAKE WOD REDUCAO PESO CHOCOLA;;6;202608;20;
2;00040368;647032;SHAKE WOD REDUCAO PESO CHOCOLA;;1;202608;12;
37;00078996;647032;SHAKE WOD REDUCAO PESO CHOCOLA;;1;202608;12;
9;00080503;647032;SHAKE WOD REDUCAO PESO CHOCOLA;;5;202608;12;
18;00034187;647057;SHAKE WOD REDUCAO PESO BAUNILH;;1;202607;8;
50;00039484;618793;PAÃ‡OCA BELAMA 320GR           ;;6;202607;9;
23;00008982;647230;COENZIMA Q10  100MG WOD       ;;0;202607;15;
11;00061120;647289;PICOLINATO DE CROMO 500MG WOD ;;1;202607;15;
50;00039522;618678;DOCE LEITE C/ CHOCOLATE PASTOS;;3;202607;10;
9;00077414;584631;RUFFLES CHURRASCO 32G         ;;3;202608;4;
16;00073759;584664;RUFFLES CEBOLA E SALSA 32G    ;;4;202608;4;
76;00075849;677583;BIS XTRA BRANCO 45G           ;;7;202608;3;
5;00003630;588582;BARRA WOD GOURMET BRIGADEIRO  ;;0;202607;4;
43;00009120;588582;BARRA WOD GOURMET BRIGADEIRO  ;;15;202607;4;
24;00020309;588582;BARRA WOD GOURMET BRIGADEIRO  ;;0;202607;4;
26;00027902;588590;BARRA WOD GOURMET COOKIES CREA;;19;202608;4;
49;00046741;588590;BARRA WOD GOURMET COOKIES CREA;;1;202608;4;
8;00013395;594028;WHEY PROTEIN CHOC C/ CREATINA ;;1;202608;40;
17;00071403;586578;DORITOS NACHO 120G            ;;6;202608;11;
29;00051987;576082;POWER WHEY CAPPUC CLASSIC 3C 2;;1;202607;6;
72;00021630;616573;CREATINE SUPLEY POTE 150G     ;;3;202608;20;
76;00020854;642850;ESM BAUNY DIANA               ;;3;202608;6;
76;00021050;642868;ESM BAUNY ESTER               ;;6;202608;6;
76;00073408;637819;AU BR JENIPA SOUFLE HIDR DESOD;;1;202608;40;
76;00073011;637892;AU BRESIL CAFE VERDE DEO COLON;;1;202607;70;
16;00073572;692160;ILUMINADOR SOLTO LUXURY COR2  ;;6;202608;5;
10;00018691;692178;ILUMINADOR SOLTO LUXURY COR3  ;;3;202608;5;
53;00035489;677195;BISC MARILAN MAIZ FARINHA LACT;;1;202608;5;
11;00061786;676726;BOMBOM LACTA OREO 20,1G       ;;49;202608;2;
71;00060388;676726;BOMBOM LACTA OREO 20,1G       ;;48;202608;2;
51;00073723;676726;BOMBOM LACTA OREO 20,1G       ;;10;202608;2;
55;00076012;676726;BOMBOM LACTA OREO 20,1G       ;;28;202608;2;
9;00077417;754788;CHEETOS LUA 80G               ;;3;202607;8;
25;00023546;721282;CHOC LACTA LAKA 50,1GR        ;;1;202607;7;
49;00046126;721282;CHOC LACTA LAKA 50,1GR        ;;5;202607;7;
76;00041121;721282;CHOC LACTA LAKA 50,1GR        ;;15;202607;7;
53;00035392;733832;BISC PIRAQUE COOKIES GOIAB 80G;;40;202607;4;
10;00042319;733832;BISC PIRAQUE COOKIES GOIAB 80G;;19;202607;4;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
